identidade,idempenho,data,numnaturezaemp,organograma
2.864,"21.386.450,00",2024-12-19,"31.900.101.000.000,00",13.001
2.864,"21.386.449,00",2024-12-19,"31.900.301.000.000,00",13.001
2.864,"21.386.448,00",2024-12-19,"31.900.301.000.000,00",13.001
2.864,"21.386.447,00",2024-12-19,"31.901.399.000.000,00",13.001
2.864,"21.386.446,00",2024-12-19,"31.901.302.000.000,00",13.001
17700,"21.280.884,00",2024-12-19,"31.901.101.000.000,00",2.02
2.862,"21.418.129,00",2024-12-20,"33.903.941.000.000,00",10.001
2.858,"21.276.561,00",2024-12-20,"33.903.699.000.000,00",6.001
2.857,"21.273.051,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.273.855,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.852,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.273.771,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.703,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.679,00",2024-12-20,"31.901.175.000.000,00",5.001
2.857,"21.273.665,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.657,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.646,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.640,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.273.574,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.476,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.443,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.430,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.398,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.365,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.275,00",2024-12-20,"31.901.109.000.000,00",5.001
2.857,"21.273.264,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.257,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.240,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.231,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.220,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.202,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.192,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.162,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.149,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.117,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.102,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.273.093,00",2024-12-20,"31.901.109.000.000,00",5.001
2.857,"21.273.082,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.871,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.941,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.273.966,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.275.353,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.499,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.399,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.333,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.306,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.288,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.268,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.248,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.277.223,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.956,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.845,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.545,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.276.193,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.275.695,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.275.180,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.273.977,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.830,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.502,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.230,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.160,00",2024-12-20,"31.900.701.000.000,00",5.001
2.857,"21.274.145,00",2024-12-20,"31.900.701.000.000,00",5.001
2.857,"21.274.097,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.274.094,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.274.073,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.274.060,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.274.028,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.274.017,00",2024-12-20,"31.901.109.000.000,00",5.001
2.857,"21.273.999,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.273.983,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.273.070,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.272.925,00",2024-12-20,"31.901.101.000.000,00",5.001
2.858,"21.276.940,00",2024-12-20,"33.903.999.000.000,00",6.001
2.857,"21.272.917,00",2024-12-20,"31.901.101.000.000,00",5.001
2.713,"21.267.757,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.265.019,00",2024-12-20,"31.911.303.000.000,00",1.001
2.713,"21.264.380,00",2024-12-20,"31.901.143.000.000,00",1.001
2.713,"21.264.381,00",2024-12-20,"31.901.137.000.000,00",1.001
2.713,"21.264.382,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.264.383,00",2024-12-20,"31.901.101.000.000,00",1.001
2.713,"21.264.522,00",2024-12-20,"44.905.235.000.000,00",1.001
2.713,"21.262.905,00",2024-12-20,"31.901.302.000.000,00",1.001
2.713,"21.262.239,00",2024-12-20,"31.901.101.000.000,00",1.001
2.863,"21.273.116,00",2024-12-20,"33.903.914.000.000,00",12.001
2.863,"21.272.571,00",2024-12-20,"33.903.914.000.000,00",12.001
2.864,"21.423.902,00",2024-12-20,"31.901.302.000.000,00",13.001
2.864,"21.406.945,00",2024-12-20,"31.901.145.000.000,00",13.001
2.864,"21.406.943,00",2024-12-20,"31.901.145.000.000,00",13.001
2.864,"21.406.868,00",2024-12-20,"31.901.145.000.000,00",13.001
2.864,"21.406.867,00",2024-12-20,"31.901.145.000.000,00",13.001
2.858,"21.280.958,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.280.652,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.280.609,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.280.387,00",2024-12-20,"33.903.102.000.000,00",6.001
2.858,"21.278.885,00",2024-12-20,"33.903.999.000.000,00",6.001
2.858,"21.278.851,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.278.793,00",2024-12-20,"33.903.999.000.000,00",6.001
2.858,"21.278.245,00",2024-12-20,"33.903.999.000.000,00",6.001
2.858,"21.278.031,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.770,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.400,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.188,00",2024-12-20,"33.903.699.000.000,00",6.001
2.858,"21.277.063,00",2024-12-20,"33.903.999.000.000,00",6.001
2.713,"21.267.759,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.267.756,00",2024-12-20,"33.901.899.000.000,00",1.001
2.713,"21.267.754,00",2024-12-20,"33.904.901.000.000,00",1.001
2.857,"21.272.345,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.272.837,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.272.799,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.272.791,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.272.766,00",2024-12-20,"31.901.110.000.000,00",5.001
2.857,"21.272.752,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.561,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.556,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.272.551,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.272.449,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.272.430,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.422,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.360,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.350,00",2024-12-20,"31.901.175.000.000,00",5.001
2.857,"21.272.339,00",2024-12-20,"31.901.109.000.000,00",5.001
2.713,"21.275.780,00",2024-12-20,"33.904.601.000.000,00",1.001
2.857,"21.272.318,00",2024-12-20,"33.901.899.000.000,00",5.001
2.857,"21.272.302,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.272.292,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.272.221,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.272.077,00",2024-12-20,"33.909.199.000.000,00",5.001
2.713,"21.279.921,00",2024-12-20,"31.901.302.000.000,00",1.001
2.713,"21.278.996,00",2024-12-20,"33.904.601.000.000,00",1.001
2.713,"21.278.994,00",2024-12-20,"31.909.407.000.000,00",1.001
2.713,"21.278.997,00",2024-12-20,"31.901.101.000.000,00",1.001
2.713,"21.275.776,00",2024-12-20,"33.904.901.000.000,00",1.001
2.713,"21.275.778,00",2024-12-20,"33.903.607.000.000,00",1.001
2.713,"21.275.777,00",2024-12-20,"33.901.899.000.000,00",1.001
2.713,"21.275.779,00",2024-12-20,"33.904.601.000.000,00",1.001
2.855,"20.669.971,00",2024-12-11,"33.903.029.000.000,00",3.001
2.855,"20.669.845,00",2024-12-11,"33.903.099.000.000,00",3.001
2.855,"20.669.772,00",2024-12-11,"33.903.001.000.000,00",3.001
2.863,"20.691.316,00",2024-12-11,"33.909.115.000.000,00",12.001
2.863,"20.684.788,00",2024-12-11,"33.308.107.000.000,00",12.001
2.863,"20.670.037,00",2024-12-11,"33.903.022.000.000,00",12.001
2.863,"20.669.656,00",2024-12-11,"33.903.919.000.000,00",12.001
2.855,"20.669.933,00",2024-12-11,"44.905.228.000.000,00",3.001
2.855,"20.669.999,00",2024-12-11,"33.903.021.000.000,00",3.001
2.856,"20.666.036,00",2024-12-11,"33.903.099.000.000,00",4.001
17700,"20.685.017,00",2024-12-11,"33.904.099.000.000,00",2.018
17700,"20.685.002,00",2024-12-11,"33.903.941.000.000,00",2.012
17700,"20.684.994,00",2024-12-11,"33.903.007.000.000,00",2.012
17700,"20.684.977,00",2024-12-11,"33.903.024.000.000,00",2.012
17700,"20.684.953,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.952,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.951,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.950,00",2024-12-11,"44.905.191.000.000,00",2.016
17700,"20.684.931,00",2024-12-11,"33.903.914.000.000,00",2.015
17700,"20.684.858,00",2024-12-11,"44.905.234.000.000,00",2.012
17700,"20.675.177,00",2024-12-11,"33.904.710.000.000,00",2.016
17700,"20.674.980,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.672.091,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.671.697,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.671.193,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.670.348,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.670.096,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.669.609,00",2024-12-11,"33.901.414.000.000,00",2.001
17700,"20.669.192,00",2024-12-11,"33.903.925.000.000,00",2.005
17700,"20.669.189,00",2024-12-11,"33.903.925.000.000,00",2.021
17700,"20.669.136,00",2024-12-11,"33.903.999.000.000,00",2.021
2.857,"20.689.827,00",2024-12-11,"33.903.009.000.000,00",5.001
2.857,"20.689.513,00",2024-12-11,"33.903.916.000.000,00",5.001
2.857,"20.689.476,00",2024-12-11,"33.903.999.000.000,00",5.001
2.857,"20.689.248,00",2024-12-11,"33.903.950.000.000,00",5.001
2.856,"20.684.899,00",2024-12-11,"33.903.007.000.000,00",4.001
2.856,"20.675.223,00",2024-12-11,"33.901.414.000.000,00",4.001
2.857,"18.130.953,00",2024-12-07,"33.903.007.000.000,00",5.001
2.857,"18.130.893,00",2024-12-07,"33.903.007.000.000,00",5.001
2.857,"18.127.725,00",2024-12-07,"33.903.699.000.000,00",5.001
2.857,"18.127.015,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.980,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.952,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.910,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.896,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.884,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.877,00",2024-12-07,"33.903.010.000.000,00",5.001
2.857,"18.126.840,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.126.807,00",2024-12-07,"33.903.036.000.000,00",5.001
2.855,"18.128.700,00",2024-12-07,"33.903.016.000.000,00",3.001
2.862,"18.140.958,00",2024-12-07,"33.903.022.000.000,00",10.001
2.862,"18.140.940,00",2024-12-07,"33.903.022.000.000,00",10.001
2.862,"18.128.729,00",2024-12-07,"33.903.022.000.000,00",10.001
2.857,"18.130.951,00",2024-12-07,"33.903.007.000.000,00",5.001
2.857,"18.131.040,00",2024-12-07,"33.903.036.000.000,00",5.001
2.857,"18.131.268,00",2024-12-07,"33.903.950.000.000,00",5.001
17700,"18.128.560,00",2024-12-07,"44.905.235.000.000,00",2.018
17700,"18.125.305,00",2024-12-07,"33.901.414.000.000,00",2.011
17700,"18.118.296,00",2024-12-07,"33.903.966.000.000,00",2.008
17700,"18.118.170,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.150,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.140,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.125,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.087,00",2024-12-07,"33.903.966.000.000,00",2.008
17700,"18.118.085,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.058,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.037,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.118.009,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.117.991,00",2024-12-07,"33.903.016.000.000,00",2.012
17700,"18.117.916,00",2024-12-07,"44.905.242.000.000,00",2.001
17700,"18.117.884,00",2024-12-07,"44.905.242.000.000,00",2.001
17700,"18.117.327,00",2024-12-07,"33.903.966.000.000,00",2.008
17700,"18.094.358,00",2024-12-07,"33.903.999.000.000,00",2.016
17700,"18.094.356,00",2024-12-07,"33.903.401.000.000,00",2.02
17700,"18.115.040,00",2024-12-07,"33.903.948.000.000,00",2.008
2.857,"18.131.636,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.618,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.608,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.601,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.591,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.585,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.578,00",2024-12-07,"33.903.009.000.000,00",5.001
2.857,"18.131.490,00",2024-12-07,"33.903.916.000.000,00",5.001
2.857,"17.945.766,00",2024-12-07,"33.903.950.000.000,00",5.001
2.857,"18.131.283,00",2024-12-07,"33.903.950.000.000,00",5.001
17700,"18.129.781,00",2024-12-07,"33.901.414.000.000,00",2.011
17700,"18.129.808,00",2024-12-07,"33.901.414.000.000,00",2.011
17700,"18.130.152,00",2024-12-07,"33.901.414.000.000,00",2.008
17700,"18.130.176,00",2024-12-07,"33.901.414.000.000,00",2.008
17700,"18.131.310,00",2024-12-07,"33.901.414.000.000,00",2.008
17700,"18.131.280,00",2024-12-07,"33.901.414.000.000,00",2.018
17700,"18.131.248,00",2024-12-07,"33.901.414.000.000,00",2.017
17700,"18.131.209,00",2024-12-07,"33.901.414.000.000,00",2.008
17700,"19.616.283,00",2024-12-09,"31.909.499.000.000,00",2.012
17700,"19.635.435,00",2024-12-09,"33.901.414.000.000,00",2.008
17700,"19.634.493,00",2024-12-09,"33.901.414.000.000,00",2.008
17700,"19.623.458,00",2024-12-09,"33.903.966.000.000,00",2.02
17700,"19.620.907,00",2024-12-09,"31.901.302.000.000,00",2.012
17700,"19.620.382,00",2024-12-09,"31.901.302.000.000,00",2.012
17700,"19.620.171,00",2024-12-09,"31.901.302.000.000,00",2.011
17700,"19.619.891,00",2024-12-09,"31.901.302.000.000,00",2.001
17700,"19.619.450,00",2024-12-09,"31.911.303.000.000,00",2.012
17700,"19.619.375,00",2024-12-09,"31.911.303.000.000,00",2.012
17700,"19.619.310,00",2024-12-09,"31.911.303.000.000,00",2.018
17700,"19.619.307,00",2024-12-09,"31.911.303.000.000,00",2.009
17700,"19.617.204,00",2024-12-09,"33.904.601.000.000,00",2.012
17700,"19.616.699,00",2024-12-09,"31.909.499.000.000,00",2.012
17700,"19.616.506,00",2024-12-09,"31.901.101.000.000,00",2.012
17700,"19.616.469,00",2024-12-09,"33.904.901.000.000,00",2.012
17700,"19.616.457,00",2024-12-09,"33.904.601.000.000,00",2.012
17700,"19.616.446,00",2024-12-09,"31.909.499.000.000,00",2.012
17700,"19.616.437,00",2024-12-09,"31.901.101.000.000,00",2.012
17700,"19.616.305,00",2024-12-09,"33.904.601.000.000,00",2.012
17700,"19.616.257,00",2024-12-09,"31.901.101.000.000,00",2.012
17700,"19.616.202,00",2024-12-09,"31.909.499.000.000,00",2.011
2.857,"19.630.248,00",2024-12-09,"31.911.303.000.000,00",5.001
2.857,"19.630.170,00",2024-12-09,"31.909.499.000.000,00",5.001
2.857,"19.630.144,00",2024-12-09,"31.901.101.000.000,00",5.001
2.857,"19.616.511,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.502,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.494,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.481,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.471,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.460,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.441,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.438,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.431,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.429,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.399,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.324,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.310,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.616.300,00",2024-12-09,"33.901.414.000.000,00",5.001
2.713,"19.608.329,00",2024-12-09,"31.901.143.000.000,00",1.001
2.713,"19.608.330,00",2024-12-09,"31.909.407.000.000,00",1.001
2.713,"19.608.331,00",2024-12-09,"31.909.407.000.000,00",1.001
2.713,"19.608.333,00",2024-12-09,"31.901.101.000.000,00",1.001
2.713,"19.608.334,00",2024-12-09,"33.904.601.000.000,00",1.001
2.713,"19.612.449,00",2024-12-09,"33.903.905.000.000,00",1.001
2.864,"19.604.689,00",2024-12-09,"31.901.145.000.000,00",13.001
2.857,"19.630.271,00",2024-12-09,"31.901.302.000.000,00",5.001
2.857,"19.636.449,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.636.490,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.703.309,00",2024-12-09,"33.903.016.000.000,00",5.001
17700,"19.616.153,00",2024-12-09,"31.901.101.000.000,00",2.011
17700,"19.616.082,00",2024-12-09,"33.904.601.000.000,00",2.018
17700,"19.616.041,00",2024-12-09,"31.909.499.000.000,00",2.018
17700,"19.615.992,00",2024-12-09,"31.901.101.000.000,00",2.018
17700,"19.615.920,00",2024-12-09,"33.903.921.000.000,00",2.016
17700,"19.615.857,00",2024-12-09,"33.903.051.000.000,00",2.016
17700,"19.615.692,00",2024-12-09,"44.905.191.000.000,00",2.016
17700,"19.615.572,00",2024-12-09,"31.909.499.000.000,00",2.009
17700,"19.615.301,00",2024-12-09,"31.901.101.000.000,00",2.009
17700,"19.615.005,00",2024-12-09,"33.901.899.000.000,00",2.008
17700,"19.614.920,00",2024-12-09,"31.909.499.000.000,00",2.001
17700,"19.614.853,00",2024-12-09,"31.901.101.000.000,00",2.001
2.857,"19.703.358,00",2024-12-09,"33.903.010.000.000,00",5.001
2.857,"19.703.178,00",2024-12-09,"33.903.016.000.000,00",5.001
2.857,"19.636.744,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.703.139,00",2024-12-09,"33.903.016.000.000,00",5.001
2.857,"19.701.864,00",2024-12-09,"33.903.025.000.000,00",5.001
2.857,"19.701.863,00",2024-12-09,"33.903.917.000.000,00",5.001
2.857,"19.701.775,00",2024-12-09,"33.903.025.000.000,00",5.001
2.857,"19.701.774,00",2024-12-09,"33.903.917.000.000,00",5.001
2.857,"19.637.123,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.637.110,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.637.081,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.637.061,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.637.044,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.636.837,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.636.806,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"19.636.767,00",2024-12-09,"33.901.414.000.000,00",5.001
2.857,"18.980.986,00",2024-12-08,"33.903.016.000.000,00",5.001
2.857,"18.980.973,00",2024-12-08,"33.903.016.000.000,00",5.001
2.857,"18.980.820,00",2024-12-08,"33.903.022.000.000,00",5.001
2.857,"18.980.680,00",2024-12-08,"33.903.028.000.000,00",5.001
2.857,"18.980.618,00",2024-12-08,"33.903.036.000.000,00",5.001
2.857,"18.980.542,00",2024-12-08,"33.903.036.000.000,00",5.001
2.857,"18.980.466,00",2024-12-08,"33.903.099.000.000,00",5.001
2.857,"18.978.548,00",2024-12-08,"33.903.925.000.000,00",5.001
2.856,"18.991.586,00",2024-12-08,"33.903.927.000.000,00",4.001
2.856,"18.991.585,00",2024-12-08,"33.903.927.000.000,00",4.001
2.856,"18.988.206,00",2024-12-08,"33.903.999.000.000,00",4.001
2.856,"18.982.441,00",2024-12-08,"33.903.099.000.000,00",4.001
2.864,"19.014.399,00",2024-12-08,"33.903.007.000.000,00",13.001
2.857,"18.981.009,00",2024-12-08,"33.903.016.000.000,00",5.001
2.857,"18.981.348,00",2024-12-08,"33.903.022.000.000,00",5.001
2.857,"18.981.382,00",2024-12-08,"33.903.022.000.000,00",5.001
2.857,"18.981.419,00",2024-12-08,"33.903.022.000.000,00",5.001
2.857,"18.985.182,00",2024-12-08,"33.901.414.000.000,00",5.001
2.857,"18.985.178,00",2024-12-08,"33.901.414.000.000,00",5.001
2.857,"18.984.504,00",2024-12-08,"33.903.036.000.000,00",5.001
2.857,"18.981.445,00",2024-12-08,"33.903.022.000.000,00",5.001
17700,"21.827.382,00",2024-12-30,"31.901.101.000.000,00",2.012
17700,"16.341.948,00",2024-12-04,"33.903.039.000.000,00",2.016
17700,"16.341.946,00",2024-12-04,"33.903.919.000.000,00",2.016
17700,"16.341.934,00",2024-12-04,"33.903.914.000.000,00",2.021
